,YEAR,QUARTER,AIRLINE NAME,WEEK,ORIGIN,DEST,DEP_TIME,AIR_TIME,FLIGHTS,DISTANCE
224315,2019,1,AIR AUSTRAL,1,Boston  ,Orlando  ,1955,78,1,1121
224316,2019,1,AIR CANADA,2,Boston  ,Orlando  ,2010,90,1,1121
224317,2019,1,AIR CHINA,3,Boston  ,Orlando  ,1952,94,1,1121
224318,2019,1,AIR FRANCE,4,Boston  ,Orlando  ,2008,84,1,1121
224319,2019,1,AIR MANAS,5,Boston  ,Orlando  ,2011,82,1,1121
224320,2019,1,AIR MAURITIUS,6,Boston  ,Orlando  ,2022,53,1,1121
224321,2019,1,AIR SEYCHELLES,7,Boston  ,Orlando  ,2017,88,1,1121
224322,2019,1,ALL NIPPON AIRWAYS,1,Boston  ,Orlando  ,2005,338,1,1121
224323,2019,1,ARIANA AFGHAN,4,Boston  ,Orlando  ,2013,343,1,1121
224324,2019,1,ASIANA AIRLINES,5,Boston  ,Orlando  ,2008,336,1,1121
224325,2019,1,AUSTRIAN AIRLINES,6,Boston  ,Orlando  ,2007,339,1,1121
224326,2019,1,BANGKOK AIRWAYS,7,Boston  ,Orlando  ,,335,1,1121
224327,2019,1,BHUTAN AIRLINES,1,Boston  ,Orlando  ,,324,1,1121
224328,2019,1,BIMAN BANGLADESH,4,Boston  ,Orlando  ,2153,312,1,1121
224329,2019,1,BRITISH AIRWAYS,5,Boston  ,Orlando  ,2008,334,1,1121
224330,2019,1,BUDDHA AIR,6,Boston  ,Orlando  ,2001,330,1,1121
224331,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,7,Boston  ,Orlando  ,2000,340,1,1121
224332,2019,1,CATHAY PACIFIC,1,Boston  ,Orlando  ,1959,315,1,1121
224333,2019,1,CHINA AIRLINES LTD,4,Boston  ,Orlando  ,2005,321,1,1121
224537,2019,1,CHINA EASTERN AIRLINES,2,Boston  ,Orlando  ,1213,305,1,1121
224538,2019,1,CHINA SOUTHERN ,3,Boston  ,Orlando  ,1302,322,1,1121
224539,2019,1,DRAGON AIR,4,Boston  ,Orlando  ,1231,310,1,1121
224540,2019,1,DRUK AIR,5,Boston  ,Orlando  ,1235,320,1,1121
224541,2019,1,EGYPT AIR,6,Boston  ,Orlando  ,1207,377,1,1121
224542,2019,1,EL-AL-ISRAEL,7,Boston  ,Orlando  ,1221,306,1,1121
224543,2019,1,EMIRATES AIRLINE,1,Boston  ,Orlando  ,1214,342,1,1121
224544,2019,1,ETHIOPIAN AIRLINES,2,Boston  ,Orlando  ,1218,360,1,1121
224545,2019,1,ETIHAD AIRLINES,3,Boston  ,Orlando  ,1214,333,1,1121
224546,2019,1,EVA AIRWAYS,4,Boston  ,Orlando  ,1126,318,1,1121
224547,2019,1,FEDERAL EXPRESS,5,Boston  ,Orlando  ,1142,309,1,1121
224548,2019,1,FINN AIR,6,Boston  ,Orlando  ,1210,326,1,1121
224549,2019,1,FLY DUBAI,7,Boston  ,Orlando  ,1143,366,1,1121
224550,2019,1,GULF AIR,1,Boston  ,Orlando  ,1127,348,1,1121
224551,2019,1,IRAN AIR,2,Boston  ,Orlando  ,1130,311,1,1121
224552,2019,1,IRAQI AIRWAYS,3,Boston  ,Orlando  ,1131,325,1,1121
224553,2019,1,ISLAND AVIATION SERVICES,4,Boston  ,Orlando  ,1129,357,1,1121
224554,2019,1,JAPAN AIRLINES,5,Boston  ,Orlando  ,1129,329,1,1121
224555,2019,1,KALITTA AIR,6,Boston  ,Orlando  ,1123,327,1,1121
224556,2019,1,KAM AIR,7,Boston  ,Orlando  ,,341,1,1121
224557,2019,1,KENYA AIRWAYS,1,Boston  ,Orlando  ,1332,304,1,1121
224558,2019,1,KLM AIRLINES,2,Boston  ,Orlando  ,1617,308,1,1121
224559,2019,1,KOREAN AIR,3,Boston  ,Orlando  ,1209,364,1,1121
224560,2019,1,KUWAIT AIRWAYS,4,Boston  ,Orlando  ,1201,370,1,1121
224561,2019,1,LUFTHANSA,5,Boston  ,Orlando  ,1123,337,1,1121
224562,2019,1,MAHAN AIR,6,Boston  ,Orlando  ,1124,316,1,1121
224563,2019,1,MALAYSIA AIRLINES,7,Boston  ,Orlando  ,1118,313,1,1121
224564,2019,1,MALINDO AIRWAYS,1,Boston  ,Orlando  ,1127,328,1,1121
224565,2019,1,MIHIN LANKA,2,Boston  ,Orlando  ,1123,331,1,1121
224566,2019,1,MYANMAR AIRLINES,3,Boston  ,Orlando  ,1131,319,1,1121
224567,2019,1,NEPAL AIRLINES CORPORATION,4,Boston  ,Orlando  ,1135,332,1,1121
226923,2019,1,OMAN AIR,6,Boston  ,Orlando  ,804,346,1,1121
227212,2019,1,PAK INTERNATIONAL,6,Boston  ,Orlando  ,1622,307,1,1121
274977,2019,1,QATAR AIRWAYS,4,Boston  ,Orlando  ,915,303,1,1121
274990,2019,1,REGENT AIRWAYS,4,Boston  ,Orlando  ,1133,314,1,1121
275435,2019,1,SAFI AIRWAYS,4,Boston  ,Orlando  ,2001,317,1,1121
277609,2019,1,SAUDIA,5,Boston  ,Orlando  ,920,302,1,1121
277622,2019,1,SCAT AIRLINES,5,Boston  ,Orlando  ,1242,323,1,1121
278065,2019,1,SCOOT PTE LTD.,5,Boston  ,Orlando  ,2030,91,1,1121
279828,2019,1,SHANDONG AIRLINES,6,Boston  ,Orlando  ,1002,87,1,1121
279834,2019,1,SILK AIR,6,Boston  ,Orlando  ,1127,96,1,1121
280103,2019,1,SINGAPORE AIRLINES,6,Boston  ,Orlando  ,1835,93,1,1121
281599,2019,1,SRILNKAN AIRWAYS,7,Boston  ,Orlando  ,830,89,1,1121
281871,2019,1,SWISS AIR,7,Boston  ,Orlando  ,2132,85,1,1121
282757,2019,1,TAJIK AIR,7,Boston  ,Orlando  ,918,92,1,1121
282767,2019,1,THAI AIR ASIA,7,Boston  ,Orlando  ,1120,104,1,1121
283152,2019,1,THAI AIRWAYS,7,Boston  ,Orlando  ,1956,95,1,1121
285238,2019,1,THOMAS COOK AIRLINES U.K.,1,Boston  ,Orlando  ,919,100,1,1121
285251,2019,1,TIGER AIRWAYS,1,Boston  ,Orlando  ,1124,102,1,1121
287810,2019,1,TRANSAERO AIRLINES,2,Boston  ,Orlando  ,910,99,1,1121
29680,2019,1,TURKISH AIRLINES,4,Charleston  ,Charlotte ,1239,39,1,168
29681,2019,1,TURKMENISTAN AIRLINES,5,Charleston  ,Charlotte ,1238,35,1,168
29682,2019,1,UNITED AIRLINES,1,Charleston  ,Charlotte ,1241,36,1,168
29683,2019,1,UNITED AIRLINES BANGLADESH LTD.,2,Charleston  ,Charlotte ,1236,37,1,168
29684,2019,1,UNITED PARCEL SERVICES,3,Charleston  ,Charlotte ,1236,34,1,168
29685,2019,1,UZBEKISTAN AIRWAYS,4,Charleston  ,Charlotte ,1238,38,1,168
29686,2019,1,VIRGIN ATLANTIC AIRLINES,5,Charleston  ,Charlotte ,1301,42,1,168
29687,2019,1,YEMENIA AIRWAYS,1,Charleston  ,Charlotte ,1250,48,1,168
29688,2019,1,AIR INDIA,2,Charleston  ,Charlotte ,1238,41,1,168
29689,2019,1,AIR INDIA EXPRESS,3,Charleston  ,Charlotte ,1238,43,1,168
29690,2019,1,INDIGO,4,Charleston  ,Charlotte ,1236,33,1,168
29691,2019,1,JET AIRWAYS,5,Charleston  ,Charlotte ,1320,61,1,168
29692,2019,1,SPICEJET,1,Charleston  ,Charlotte ,1331,32,1,168
29693,2019,1,AEROFLOT,2,Charleston  ,Charlotte ,1233,45,1,168
29694,2019,1,AEROLOGIC,3,Charleston  ,Charlotte ,1233,31,1,168
29695,2019,1,AIR ARABIA,4,Charleston  ,Charlotte ,1337,40,1,168
31924,2019,1,AIR ASIA X,1,Charleston  ,Charlotte ,638,46,1,168
31925,2019,1,AIR ASIA BERHAD,2,Charleston  ,Charlotte ,642,51,1,168
31926,2019,1,AIR ASTANA,4,Charleston  ,Charlotte ,646,44,1,168
31927,2019,1,AIR AUSTRAL,5,Charleston  ,Charlotte ,642,50,1,168
31928,2019,1,AIR CANADA,6,Charleston  ,Charlotte ,643,47,1,168
31929,2019,1,AIR CHINA,1,Charleston  ,Charlotte ,655,52,1,168
31930,2019,1,AIR FRANCE,2,Charleston  ,Charlotte ,703,55,1,168
31931,2019,1,AIR MANAS,4,Charleston  ,Charlotte ,657,54,1,168
31932,2019,1,AIR MAURITIUS,5,Charleston  ,Charlotte ,654,53,1,168
31933,2019,1,AIR SEYCHELLES,6,Charleston  ,Charlotte ,654,30,1,168
444559,2019,1,ALL NIPPON AIRWAYS,4,Charleston  ,Charlotte ,1437,44,1,168
48772,2019,1,ARIANA AFGHAN,2,Charleston  ,Chicago  ,1230,122,1,760
48773,2019,1,ASIANA AIRLINES,3,Charleston  ,Chicago  ,1313,117,1,760
48774,2019,1,AUSTRIAN AIRLINES,4,Charleston  ,Chicago  ,1227,123,1,760
48775,2019,1,BANGKOK AIRWAYS,5,Charleston  ,Chicago  ,1400,100,1,760
48776,2019,1,BHUTAN AIRLINES,6,Charleston  ,Chicago  ,1224,116,1,760
48777,2019,1,BIMAN BANGLADESH,7,Charleston  ,Chicago  ,1235,112,1,760
48778,2019,1,BRITISH AIRWAYS,1,Charleston  ,Chicago  ,1250,131,1,760
48779,2019,1,BUDDHA AIR,2,Charleston  ,Chicago  ,1231,120,1,760
48780,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,3,Charleston  ,Chicago  ,1230,127,1,760
48781,2019,1,CATHAY PACIFIC,4,Charleston  ,Chicago  ,1223,114,1,760
48782,2019,1,CHINA AIRLINES LTD,5,Charleston  ,Chicago  ,1227,113,1,760
48783,2019,1,CHINA EASTERN AIRLINES,6,Charleston  ,Chicago  ,1224,115,1,760
48784,2019,1,CHINA SOUTHERN ,7,Charleston  ,Chicago  ,1230,119,1,760
48785,2019,1,DRAGON AIR,1,Charleston  ,Chicago  ,1227,132,1,760
48786,2019,1,DRUK AIR,2,Charleston  ,Chicago  ,1240,,1,760
48787,2019,1,EGYPT AIR,3,Charleston  ,Chicago  ,1230,134,1,760
48788,2019,1,EL-AL-ISRAEL,4,Charleston  ,Chicago  ,1244,110,1,760
48789,2019,1,EMIRATES AIRLINE,5,Charleston  ,Chicago  ,1241,128,1,760
48790,2019,1,ETHIOPIAN AIRLINES,6,Charleston  ,Chicago  ,,118,1,760
48791,2019,1,ETIHAD AIRLINES,7,Charleston  ,Chicago  ,1325,105,1,760
48792,2019,1,EVA AIRWAYS,1,Charleston  ,Chicago  ,1236,125,1,760
48793,2019,1,FEDERAL EXPRESS,2,Charleston  ,Chicago  ,,108,1,760
48794,2019,1,FINN AIR,3,Charleston  ,Chicago  ,1330,111,1,760
48795,2019,1,FLY DUBAI,4,Charleston  ,Chicago  ,1240,104,1,760
48796,2019,1,GULF AIR,5,Charleston  ,Chicago  ,1230,97,1,760
48797,2019,1,IRAN AIR,6,Charleston  ,Chicago  ,1227,121,1,760
48798,2019,1,IRAQI AIRWAYS,7,Charleston  ,Chicago  ,1226,103,1,760
48799,2019,1,ISLAND AVIATION SERVICES,1,Charleston  ,Chicago  ,1510,107,1,760
48800,2019,1,JAPAN AIRLINES,2,Charleston  ,Chicago  ,,106,1,760
48801,2019,1,KALITTA AIR,3,Charleston  ,Chicago  ,,124,1,760
48802,2019,1,KAM AIR,4,Charleston  ,Chicago  ,,126,1,760
59638,2019,1,KENYA AIRWAYS,4,Charleston  ,Chicago  ,1618,136,1,745
63355,2019,1,KLM AIRLINES,5,Charleston  ,Chicago  ,1617,135,1,745
65453,2019,1,KOREAN AIR,5,Charleston  ,Chicago  ,1617,109,1,745
195061,2019,1,KUWAIT AIRWAYS,4,Charleston  ,Cincinnati  ,851,84,1,497
195957,2019,1,LUFTHANSA,7,Charleston  ,Cincinnati  ,828,74,1,497
196167,2019,1,MAHAN AIR,7,Charleston  ,Cincinnati  ,942,74,1,497
196890,2019,1,MALAYSIA AIRLINES,4,Charleston  ,Cincinnati  ,823,81,1,497
196939,2019,1,MALINDO AIRWAYS,7,Charleston  ,Cincinnati  ,908,80,1,497
197145,2019,1,MIHIN LANKA,4,Charleston  ,Cincinnati  ,821,78,1,497
432428,2019,1,MYANMAR AIRLINES,7,Charleston  ,Cincinnati  ,835,85,1,497
434878,2019,1,NEPAL AIRLINES CORPORATION,4,Charleston  ,Cincinnati  ,916,80,1,497
434909,2019,1,OMAN AIR,4,Charleston  ,Cincinnati  ,842,73,1,497
59636,2019,1,PAK INTERNATIONAL,4,Charleston  ,Dallas  ,1428,153,1,977
63353,2019,1,QATAR AIRWAYS,5,Charleston  ,Dallas  ,1429,154,1,977
65451,2019,1,REGENT AIRWAYS,5,Charleston  ,Dallas  ,1428,142,1,977
69023,2019,1,SAFI AIRWAYS,6,Charleston  ,Dallas  ,1359,151,1,977
140654,2019,1,SAUDIA,3,Charleston  ,Dallas  ,1605,147,1,977
148318,2019,1,SCAT AIRLINES,7,Charleston  ,Dallas  ,1425,143,1,977
151776,2019,1,SCOOT PTE LTD.,1,Charleston  ,Dallas  ,1438,144,1,977
159324,2019,1,SHANDONG AIRLINES,1,Charleston  ,Dallas  ,1427,155,1,977
165146,2019,1,SILK AIR,2,Charleston  ,Dallas  ,1424,156,1,977
168854,2019,1,SINGAPORE AIRLINES,3,Charleston  ,Dallas  ,1423,166,1,977
172807,2019,1,SRILNKAN AIRWAYS,2,Charleston  ,Dallas  ,1426,165,1,977
176517,2019,1,SWISS AIR,3,Charleston  ,Dallas  ,1421,158,1,977
180227,2019,1,TAJIK AIR,4,Charleston  ,Dallas  ,1427,160,1,977
182207,2019,1,THAI AIR ASIA,4,Charleston  ,Dallas  ,1438,150,1,977
185189,2019,1,THAI AIRWAYS,4,Charleston  ,Dallas  ,1423,157,1,977
190943,2019,1,THOMAS COOK AIRLINES U.K.,5,Charleston  ,Dallas  ,1423,133,1,977
194520,2019,1,TIGER AIRWAYS,6,Charleston  ,Dallas  ,1358,137,1,977
397945,2019,1,TRANSAERO AIRLINES,6,Charleston  ,Dallas  ,1402,163,1,977
400934,2019,1,TURKISH AIRLINES,7,Charleston  ,Dallas  ,1418,146,1,977
402985,2019,1,TURKMENISTAN AIRLINES,7,Charleston  ,Dallas  ,1419,148,1,977
408376,2019,1,UNITED AIRLINES,7,Charleston  ,Dallas  ,1310,169,1,977
412059,2019,1,UNITED AIRLINES BANGLADESH LTD.,1,Charleston  ,Dallas  ,1425,140,1,977
414170,2019,1,UNITED PARCEL SERVICES,1,Charleston  ,Dallas  ,1422,152,1,977
417886,2019,1,UZBEKISTAN AIRWAYS,2,Charleston  ,Dallas  ,1424,161,1,977
422780,2019,1,VIRGIN ATLANTIC AIRLINES,2,Charleston  ,Dallas  ,1422,167,1,977
426476,2019,1,YEMENIA AIRWAYS,3,Charleston  ,Dallas  ,1426,149,1,977
428601,2019,1,AIR INDIA,3,Charleston  ,Dallas  ,1431,145,1,977
23624,2019,1,AIR INDIA EXPRESS,7,Charleston  ,Dallas  ,1522,164,1,987
23625,2019,1,INDIGO,1,Charleston  ,Dallas  ,1502,162,1,987
23626,2019,1,JET AIRWAYS,2,Charleston  ,Dallas  ,1459,139,1,987
23627,2019,1,SPICEJET,3,Charleston  ,Dallas  ,1507,135,1,987
23628,2019,1,AEROFLOT,4,Charleston  ,Dallas  ,1511,220,1,987
23629,2019,1,AEROLOGIC,5,Charleston  ,Dallas  ,1503,199,1,987
23630,2019,1,AIR ARABIA,7,Charleston  ,Dallas  ,1510,215,1,987
23631,2019,1,AIR ASIA X,1,Charleston  ,Dallas  ,1508,196,1,987
23632,2019,1,AIR ASIA BERHAD,2,Charleston  ,Dallas  ,1508,212,1,987
23633,2019,1,AIR ASTANA,3,Charleston  ,Dallas  ,1459,198,1,987
23634,2019,1,AIR AUSTRAL,4,Charleston  ,Dallas  ,1505,203,1,987
23635,2019,1,AIR CANADA,5,Charleston  ,Dallas  ,1505,208,1,987
23636,2019,1,AIR CHINA,7,Charleston  ,Dallas  ,1507,227,1,987
23637,2019,1,AIR FRANCE,1,Charleston  ,Dallas  ,1624,103,1,987
23638,2019,1,AIR MANAS,2,Charleston  ,Dallas  ,1507,101,1,987
23639,2019,1,AIR MAURITIUS,3,Charleston  ,Dallas  ,1517,108,1,987
211080,2019,1,AIR SEYCHELLES,6,Charleston  ,Fort Lauderdale  ,656,75,1,470
211809,2019,1,ALL NIPPON AIRWAYS,7,Charleston  ,Fort Lauderdale  ,647,83,1,470
212604,2019,1,ARIANA AFGHAN,1,Charleston  ,Fort Lauderdale  ,652,81,1,470
213394,2019,1,ASIANA AIRLINES,2,Charleston  ,Fort Lauderdale  ,648,73,1,470
214175,2019,1,AUSTRIAN AIRLINES,3,Charleston  ,Fort Lauderdale  ,650,76,1,470
214797,2019,1,BANGKOK AIRWAYS,2,Charleston  ,Fort Lauderdale  ,717,74,1,470
215642,2019,1,BHUTAN AIRLINES,3,Charleston  ,Fort Lauderdale  ,709,66,1,470
216507,2019,1,BIMAN BANGLADESH,4,Charleston  ,Fort Lauderdale  ,715,69,1,470
217354,2019,1,BRITISH AIRWAYS,5,Charleston  ,Fort Lauderdale  ,708,70,1,470
218131,2019,1,BUDDHA AIR,6,Charleston  ,Fort Lauderdale  ,713,64,1,470
218921,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,7,Charleston  ,Fort Lauderdale  ,707,71,1,470
219763,2019,1,CATHAY PACIFIC,1,Charleston  ,Fort Lauderdale  ,713,72,1,470
220562,2019,1,CHINA AIRLINES LTD,2,Charleston  ,Fort Lauderdale  ,655,65,1,470
221337,2019,1,CHINA EASTERN AIRLINES,3,Charleston  ,Fort Lauderdale  ,652,68,1,470
222754,2019,1,CHINA SOUTHERN ,4,Charleston  ,Fort Lauderdale  ,651,84,1,470
445828,2019,1,DRAGON AIR,4,Charleston  ,Fort Lauderdale  ,654,77,1,470
446631,2019,1,DRUK AIR,5,Charleston  ,Fort Lauderdale  ,655,139,1,470
447350,2019,1,EGYPT AIR,6,Charleston  ,Fort Lauderdale  ,654,143,1,470
448073,2019,1,EL-AL-ISRAEL,7,Charleston  ,Fort Lauderdale  ,646,154,1,470
448861,2019,1,EMIRATES AIRLINE,1,Charleston  ,Fort Lauderdale  ,650,157,1,470
449648,2019,1,ETHIOPIAN AIRLINES,2,Charleston  ,Fort Lauderdale  ,655,144,1,470
450425,2019,1,ETIHAD AIRLINES,3,Charleston  ,Fort Lauderdale  ,649,162,1,470
451224,2019,1,EVA AIRWAYS,4,Charleston  ,Fort Lauderdale  ,651,137,1,470
452031,2019,1,FEDERAL EXPRESS,5,Charleston  ,Fort Lauderdale  ,657,150,1,470
452758,2019,1,FINN AIR,6,Charleston  ,Fort Lauderdale  ,650,134,1,470
453483,2019,1,FLY DUBAI,7,Charleston  ,Fort Lauderdale  ,646,130,1,470
454278,2019,1,GULF AIR,1,Charleston  ,Fort Lauderdale  ,656,155,1,470
455071,2019,1,IRAN AIR,2,Charleston  ,Fort Lauderdale  ,652,153,1,470
455853,2019,1,IRAQI AIRWAYS,3,Charleston  ,Fort Lauderdale  ,655,156,1,470
456658,2019,1,ISLAND AVIATION SERVICES,4,Charleston  ,Fort Lauderdale  ,653,165,1,470
457471,2019,1,JAPAN AIRLINES,5,Charleston  ,Fort Lauderdale  ,652,142,1,470
59637,2019,1,KALITTA AIR,4,Charleston  ,Houston  ,1216,145,1,928
63354,2019,1,KAM AIR,5,Charleston  ,Houston  ,1223,148,1,928
65452,2019,1,KENYA AIRWAYS,5,Charleston  ,Houston  ,1217,138,1,928
69024,2019,1,KLM AIRLINES,6,Charleston  ,Houston  ,1553,133,1,928
136714,2019,1,KOREAN AIR,2,Charleston  ,Houston  ,1043,152,1,928
140656,2019,1,KUWAIT AIRWAYS,3,Charleston  ,Houston  ,1432,159,1,928
148319,2019,1,LUFTHANSA,7,Charleston  ,Houston  ,1131,149,1,928
151777,2019,1,MAHAN AIR,1,Charleston  ,Houston  ,1212,140,1,928
154251,2019,1,MALAYSIA AIRLINES,4,Charleston  ,Houston  ,1300,151,1,928
157971,2019,1,MALINDO AIRWAYS,5,Charleston  ,Houston  ,1255,129,1,928
159325,2019,1,MEGA MALDIVES AIRLINES,1,Charleston  ,Houston  ,1218,147,1,928
165147,2019,1,MIHIN LANKA,2,Charleston  ,Houston  ,1214,136,1,928
168855,2019,1,MYANMAR AIRLINES,3,Charleston  ,Houston  ,1217,172,1,928
171320,2019,1,NEPAL AIRLINES CORPORATION,6,Charleston  ,Houston  ,1049,141,1,928
172808,2019,1,NOVO AIR,2,Charleston  ,Houston  ,1216,160,1,928
176518,2019,1,OMAN AIR,3,Charleston  ,Houston  ,1218,146,1,928
180228,2019,1,PAK INTERNATIONAL,4,Charleston  ,Houston  ,1239,135,1,928
182208,2019,1,QATAR AIRWAYS,4,Charleston  ,Houston  ,1218,163,1,928
185190,2019,1,REGENT AIRWAYS,4,Charleston  ,Houston  ,1217,164,1,928
190944,2019,1,ROSSIYA AIRLINES,5,Charleston  ,Houston  ,1228,166,1,928
194521,2019,1,SAFI AIRWAYS,6,Charleston  ,Houston  ,1557,131,1,928
321534,2019,1,SAUDIA,4,Charleston  ,Houston  ,641,78,1,925
321591,2019,1,SCAT AIRLINES,2,Charleston  ,Houston  ,643,82,1,925
321662,2019,1,SCOOT PTE LTD.,2,Charleston  ,Houston  ,1833,80,1,925
321762,2019,1,SHANDONG AIRLINES,6,Charleston  ,Houston  ,636,79,1,925
321834,2019,1,SILK AIR,2,Charleston  ,Houston  ,635,89,1,925
321943,2019,1,SINGAPORE AIRLINES,5,Charleston  ,Houston  ,646,86,1,925
322032,2019,1,SRILNKAN AIRWAYS,6,Charleston  ,Houston  ,642,127,1,925
322038,2019,1,SWISS AIR,2,Charleston  ,Houston  ,1123,87,1,925
322093,2019,1,TAJIK AIR,7,Charleston  ,Houston  ,1826,67,1,925
322110,2019,1,THAI AIR ASIA,7,Charleston  ,Houston  ,637,88,1,925
322225,2019,1,THAI AIRWAYS,6,Charleston  ,Houston  ,641,98,1,925
322255,2019,1,THAI SMILE AIRWAYS,3,Charleston  ,Houston  ,641,85,1,925
322389,2019,1,THOMAS COOK AIRLINES U.K.,3,Charleston  ,Houston  ,644,94,1,925
322460,2019,1,TIGER AIRWAYS,1,Charleston  ,Houston  ,643,101,1,925
322621,2019,1,TRANSAERO AIRLINES,1,Charleston  ,Houston  ,636,92,1,925
322778,2019,1,TURKISH AIRLINES,4,Charleston  ,Houston  ,632,90,1,925
322810,2019,1,TURKMENISTAN AIRLINES,6,Charleston  ,Houston  ,1129,93,1,925
322837,2019,1,UNITED AIRLINES,4,Charleston  ,Houston  ,643,106,1,925
322854,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Charleston  ,Houston  ,1826,95,1,925
323418,2019,1,UNITED PARCEL SERVICES,4,Charleston  ,Houston  ,1142,91,1,925
324774,2019,1,UZBEKISTAN AIRWAYS,5,Charleston  ,Houston  ,636,96,1,925
324826,2019,1,VIRGIN ATLANTIC AIRLINES,2,Charleston  ,Houston  ,640,99,1,925
325025,2019,1,YEMENIA AIRWAYS,5,Charleston  ,Houston  ,1147,97,1,925
325094,2019,1,AIR INDIA,2,Charleston  ,Houston  ,829,103,1,925
325303,2019,1,AIR INDIA EXPRESS,7,Charleston  ,Houston  ,1130,102,1,925
325377,2019,1,INDIGO,5,Charleston  ,Houston  ,639,104,1,925
325586,2019,1,JET AIRWAYS,3,Charleston  ,Houston  ,1139,115,1,925
325611,2019,1,SPICEJET,5,Charleston  ,Houston  ,644,,1,925
325613,2019,1,AEROFLOT,5,Charleston  ,Houston  ,1953,105,1,925
325754,2019,1,AEROLOGIC,7,Charleston  ,Houston  ,641,117,1,925
326072,2019,1,AIR ARABIA,6,Charleston  ,Houston  ,646,123,1,925
326224,2019,1,AIR ASIA X,7,Charleston  ,Houston  ,642,110,1,925
326267,2019,1,AIR ASIA BERHAD,3,Charleston  ,Houston  ,642,100,1,925
326306,2019,1,AIR ASTANA,3,Charleston  ,Houston  ,1820,116,1,925
326309,2019,1,AIR AUSTRAL,3,Charleston  ,Houston  ,645,107,1,925
326373,2019,1,AIR CANADA,3,Charleston  ,Houston  ,639,351,1,925
326430,2019,1,AIR CHINA,1,Charleston  ,Houston  ,641,337,1,925
326471,2019,1,AIR FRANCE,1,Charleston  ,Houston  ,637,338,1,925
326510,2019,1,AIR MANAS,4,Charleston  ,Houston  ,635,341,1,925
326592,2019,1,AIR MAURITIUS,4,Charleston  ,Houston  ,641,331,1,925
344537,2019,1,AIR SEYCHELLES,1,Charleston  ,Houston  ,1653,335,1,925
344842,2019,1,ALL NIPPON AIRWAYS,2,Charleston  ,Houston  ,1654,323,1,925
345144,2019,1,ARIANA AFGHAN,3,Charleston  ,Houston  ,1652,326,1,925
345446,2019,1,ASIANA AIRLINES,4,Charleston  ,Houston  ,1707,357,1,925
345749,2019,1,AUSTRIAN AIRLINES,5,Charleston  ,Houston  ,1646,365,1,925
346290,2019,1,BANGKOK AIRWAYS,7,Charleston  ,Houston  ,1707,340,1,925
346582,2019,1,BHUTAN AIRLINES,1,Charleston  ,Houston  ,1653,334,1,925
346882,2019,1,BIMAN BANGLADESH,2,Charleston  ,Houston  ,1650,316,1,925
347185,2019,1,BRITISH AIRWAYS,3,Charleston  ,Houston  ,1652,320,1,925
347487,2019,1,BUDDHA AIR,4,Charleston  ,Houston  ,1655,349,1,925
347789,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,5,Charleston  ,Houston  ,1652,342,1,925
348325,2019,1,CATHAY PACIFIC,7,Charleston  ,Houston  ,1712,385,1,925
348612,2019,1,CHINA AIRLINES LTD,1,Charleston  ,Houston  ,1652,329,1,925
348904,2019,1,CHINA EASTERN AIRLINES,2,Charleston  ,Houston  ,1652,63,1,925
349199,2019,1,CHINA SOUTHERN ,3,Charleston  ,Houston  ,1656,61,1,925
349498,2019,1,DRAGON AIR,4,Charleston  ,Houston  ,1653,62,1,925
349802,2019,1,DRUK AIR,5,Charleston  ,Houston  ,1650,60,1,925
350343,2019,1,EGYPT AIR,7,Charleston  ,Houston  ,1655,59,1,925
350632,2019,1,EL-AL-ISRAEL,1,Charleston  ,Houston  ,1803,58,1,925
350930,2019,1,EMIRATES AIRLINE,2,Charleston  ,Houston  ,1653,57,1,925
351225,2019,1,ETHIOPIAN AIRLINES,3,Charleston  ,Houston  ,1653,55,1,925
351524,2019,1,ETIHAD AIRLINES,4,Charleston  ,Houston  ,1657,56,1,925
397946,2019,1,EVA AIRWAYS,6,Charleston  ,Houston  ,1553,54,1,928
400935,2019,1,FEDERAL EXPRESS,7,Charleston  ,Houston  ,1126,53,1,928
402986,2019,1,FINN AIR,7,Charleston  ,Houston  ,1130,52,1,928
408378,2019,1,FLY DUBAI,7,Charleston  ,Houston  ,1433,44,1,928
412060,2019,1,GULF AIR,1,Charleston  ,Houston  ,1216,50,1,928
414171,2019,1,IRAN AIR,1,Charleston  ,Houston  ,1217,41,1,928
417887,2019,1,IRAQI AIRWAYS,2,Charleston  ,Houston  ,1212,45,1,928
422781,2019,1,ISLAND AVIATION SERVICES,2,Charleston  ,Houston  ,1218,47,1,928
426477,2019,1,JAPAN AIRLINES,3,Charleston  ,Houston  ,1217,43,1,928
428602,2019,1,KALITTA AIR,3,Charleston  ,Houston  ,1219,49,1,928
555490,2019,1,KAM AIR,6,Charleston  ,Houston  ,1824,51,1,925
54879,2019,1,KENYA AIRWAYS,3,Charleston  ,Miami  ,1227,,1,489
54880,2019,1,KLM AIRLINES,4,Charleston  ,Miami  ,1105,42,1,489
54881,2019,1,KOREAN AIR,5,Charleston  ,Miami  ,1107,39,1,489
54882,2019,1,KUWAIT AIRWAYS,6,Charleston  ,Miami  ,1102,46,1,489
